15147846E5	6.61
15147954E5	10
15148062E5	13.78
1514817E6	19.78
15148278E5	16.39
15148386E5	11.61
15148494E5	10.78
1514871E6	8.78
15148818E5	9.39
15148926E5	13.61
15149034E5	17.61
15149142E5	16
1514925E6	11
15149358E5	9.22
15149574E5	8.22
15149682E5	9.39
1514979E6	14
15149898E5	18.22
15150006E5	15.39
15150114E5	10.39
15150222E5	7.61
15150438E5	8.39
15150546E5	8.22
15150654E5	13.61
15150762E5	20.22
1515087E6	16.39
15151086E5	10
15151194E5	8.61
15151302E5	8.39
1515141E6
15151518E5	12.61
15151626E5	17.61
15151734E5	15.78
15151842E5	10.78
1515195E6	8.61
15152058E5	7.61
15152166E5	5.61
15152274E5	6
15152382E5	15.39
1515249E6	19.39
15152598E5	17.61
15152706E5	10.22
15152814E5	8.78
15152922E5	8.39
1515303E6	7.78
15153138E5	7.22
15153246E5	16.39
15153354E5	20.22
15153462E5	18.22
1515357E6	12
15153678E5	10.22
15153894E5	6.22
15154002E5	6.39
1515411E6	17.61
15154218E5	20.61
15154326E5	18.61
15154434E5	10.78
15154542E5	8.39
1515465E6	7.78
15154758E5	5.61
15154866E5	5.61
15154974E5	17.39
15155082E5	21.39
1515519E6	18.61
15155298E5	11.78
15155406E5	9.22
15155514E5	8
15155622E5	7.78
1515573E6	10.39
15155838E5	18
15155946E5	23
15156054E5	19.61
15156162E5	15.61
1515627E6	12.39
15156378E5	11.22
15156486E5	9.39
15156594E5	10
15156702E5	17.61
1515681E6	22.61
15156918E5	20
15157026E5	14
15157134E5	11.39
15157242E5	10
1515735E6	9.39
15157458E5	10.61
15157566E5	19.78
15157674E5	22.39
15157782E5	21.22
1515789E6	12.78
15157998E5	11
15158106E5	9.61
15158214E5	6.78
15158322E5	7
1515843E6	19.61
15158538E5	23
15158646E5	20.39
15158754E5	11.61
15158862E5	10.61
15159078E5	7.39
15159186E5	7.78
15159294E5	20
15159402E5	23.78
1515951E6	21.22
15159618E5	13
15159726E5	9.78
15159942E5	7.61
1516005E6	8.78
15160158E5	17.61
15160266E5	23.22
15160374E5	20
15160482E5	15.39
1516059E6	13
15160698E5	11.61
15160806E5	10.78
15160914E5	10.78
15161022E5	20.22
1516113E6	24.39
15161238E5	23.61
15161346E5	12.61
15161454E5	10
1516167E6	6.61
15161778E5	9.39
15161886E5	15.61
15161994E5	22
15162102E5	20.22
1516221E6	12.78
15162318E5	11.78
15162426E5	10.61
15162534E5	8.39
15162642E5	8.61
1516275E6	21.78
15162858E5	27.22
15162966E5	23.61
15163074E5	15.22
15163182E5	12.61
1516329E6	11.61
15163398E5	9.39
15163506E5	9.39
15163614E5	19.22
15163722E5	24.22
1516383E6	21.78
15163938E5	15.22
15164046E5	14.22
15164154E5	12.61
15164262E5	10
1516437E6	9.61
15164478E5	18.61
15164586E5	22.61
15164694E5	20.61
1516491E6	10
15165018E5	9.22
15165126E5	6.78
15165234E5	6.22
15165342E5	19.78
1516545E6	25.22
15165558E5	21.39
15165666E5	13
15165774E5	10.22
1516599E6	7.22
15166098E5	7.39
15166206E5	20.78
15166314E5	24.61
15166422E5	22.22
1516653E6	14.39
15166638E5	11.78
15166854E5	9.78
15166962E5	13.39
1516707E6	16.22
15167178E5	13.5
15167286E5	15.61
15167394E5	12.39
15167502E5	10.39
1516761E6	9.78
15167718E5	9.61
15167826E5	11.39
15167934E5	15.22
15168042E5	18
1516815E6	16.61
15168258E5
15168366E5	10.78
15168474E5	9.39
15168582E5	10
1516869E6	10.39
15168798E5	13.39
15168906E5	18
15169014E5	16.39
15169122E5	12.22
1516923E6	10
15169338E5	9.22
15169446E5	9.22
15169554E5	9.61
15169662E5	13.22
1516977E6	18.22
15169878E5	16.39
15169986E5	12
15170094E5	9.22
15170202E5	8.39
1517031E6	10
15170418E5	10
15170526E5	13.61
15170634E5	20.22
15170742E5	19.39
15170958E5	9.78
15171066E5	8
15171174E5	8.78
15171282E5	9.22
1517139E6	17.61
15171498E5	21.78
15171606E5	21.78
15171714E5	12.22
15171822E5	9.22
15172038E5	7.61
15172146E5	9.61
15172254E5	18.39
15172362E5	23.39
1517247E6	21.22
15172578E5	13.22
15172686E5	11
15172794E5	10.22
15172902E5	10.22
1517301E6	12.39
15173118E5	23.39
15173226E5	26.39
15173334E5	23.61
1517355E6	12
15173658E5	10.78
15173766E5	10.22
15173874E5	13.22
15173982E5	20.22
1517409E6	24.61
15174198E5	23.22
15174306E5	18
15174414E5	14.78
1517463E6	12.22
15174738E5	12.61
15174846E5	24.22
15174954E5	27.22
15175062E5	25.78
15175278E5	15.61
15175494E5	11.78
15175602E5	12.78
1517571E6	21.78
15175818E5	26.22
15175926E5	24
15176034E5	17
15176142E5	14.61
1517625E6	13.39
15176466E5	10.78
15176574E5	21.39
15176682E5	24.39
1517679E6	23.39
15176898E5	14.78
15177006E5	11
15177222E5	10.61
1517733E6	10
15177546E5	23.61
15177654E5	21.61
15177762E5	14.61
1517787E6	10.78
15177978E5	10
15178086E5	7.61
15178194E5	7.39
15178302E5	19.61
1517841E6	21.61
15178518E5	19.61
15178626E5	15.22
15178734E5	14.22
1517895E6	13.78
15179058E5	13
15179166E5	19.22
15179274E5	22
15179382E5	19.78
1517949E6	15.61
15179598E5	13
15179706E5	11.39
15179814E5	10.61
15179922E5	10.22
1518003E6	19.61
15180138E5	23.61
15180246E5	22
15180354E5	13.61
15180462E5	10.61
15180678E5	6.78
15180786E5	7.61
15180894E5	20.39
15181002E5	23
1518111E6	21.39
15181218E5	13.22
15181326E5	10.22
15181434E5	9
15181542E5	7.61
1518165E6	7.61
15181758E5	21.39
15181866E5	24
15181974E5	22.39
15182082E5	13.39
1518219E6	10.61
15182406E5	9.22
15182514E5	8.22
15182622E5	20.22
15182838E5	23.39
15182946E5	14.39
15183054E5	12.39
15183162E5	11.78
1518327E6	9.22
15183378E5	10.61
15183486E5	23.61
15183594E5	24.61
15183702E5	22
1518381E6	17.22
15183918E5	16.22
15184026E5	15.61
15184134E5	14.78
15184242E5	15.61
1518435E6	19.61
15184458E5	20.78
15184566E5	18
15184674E5	15.39
15184782E5	14
1518489E6	13.39
15184998E5	10.22
15185106E5	11.78
15185214E5	21.61
15185322E5	23.39
1518543E6	21.22
15185538E5	15.78
15185646E5	14
15185754E5	13.39
15185862E5	11.61
1518597E6	12.39
15186078E5	20.39
15186186E5	22.61
15186294E5	20.39
15186402E5	16.22
1518651E6	14.61
15186726E5	12.61
15186834E5	14
15186942E5	20.39
1518705E6	23.39
15187158E5	23.22
15187266E5	17.78
15187374E5	14.78
1518759E6	13
15187698E5	12.78
15187806E5	21.22
15187914E5	24.39
15188022E5	23
1518813E6	18.22
15188238E5	15.22
15188454E5	13.78
15188562E5	14.61
1518867E6	21.61
15188778E5	25.39
15188886E5	24.22
15188994E5	17.61
15189102E5	15.61
15189318E5	13.78
15189426E5	14.61
15189534E5	23.39
1518975E6	25
15189858E5	16.22
15189966E5	13.39
15190074E5	12.22
15190182E5	11.22
1519029E6	11.78
15190398E5	24
15190506E5	26.61
15190614E5	25.22
15190722E5	17.61
1519083E6	14.39
15191046E5	11.39
15191154E5	12.39
15191262E5	24.39
1519137E6	28.22
15191478E5	27
15191586E5	18.39
15191694E5	15.78
1519191E6	13.78
15192018E5	14.39
15192126E5	27.61
15192234E5	31.22
15192342E5	29.61
1519245E6	21.22
15192558E5	17.39
15192666E5	16.78
15192774E5	15
15192882E5	16.78
1519299E6	25.39
15193098E5	31.61
15193206E5	29.39
15193314E5	21.78
15193422E5	18.61
15193638E5	16.39
15193746E5	18
15193854E5	29.22
15193962E5	30.22
1519407E6	28.78
15194178E5	22.22
15194286E5	19.39
15194502E5	17.61
1519461E6	19.22
15194718E5	28.39
15194826E5	30.78
15194934E5	29.22
15195042E5	24.22
1519515E6	21.61
15195366E5	18.39
15195474E5	18.39
15195582E5	26
1519569E6	27.78
15195798E5	27.39
15195906E5	22.39
15196014E5	20.78
1519623E6	16.78
15196338E5	16.39
15196446E5	23
15196554E5	27.78
15196662E5	26.39
1519677E6	20.39
15196878E5	19.61
15196986E5	18.22
15197094E5	16.78
15197202E5	18.39
1519731E6	26.39
15197418E5	29.78
15197526E5	28
15197634E5	22
15197742E5	19.22
15197958E5	16.61
15198066E5	19.39
15198174E5	27
1519839E6	28.22
15198498E5	23
15198606E5	20
15198714E5	18.78
15198822E5	15.78
1519893E6	17.78
15199038E5	26.39
15199254E5	27.39
15199362E5	21.22
1519947E6	18.61
15199578E5	16.78
15199686E5	16.22
15199794E5	17.78
15199902E5	28.22
1520001E6	31
15200118E5	30.22
15200226E5	22.61
15200334E5	19.39
1520055E6	17.61
15200658E5	20
15200766E5	28.22
15200874E5	32.22
15200982E5	29.39
1520109E6	24.39
15201198E5	21
15201306E5	19.39
15201414E5	18
15201522E5	19.61
1520163E6	30.39
15201738E5	28
15201846E5	26.39
15201954E5	22
15202062E5	18.61
1520217E6	17.61
15202278E5	15.39
15202386E5	19
15202494E5	26
15202602E5	28.78
1520271E6	26.78
15202818E5	21
15202926E5	18.39
15203142E5	15.78
1520325E6	17.22
15203358E5	25
15203466E5	28.39
15203574E5	26.39
15203682E5	20.61
1520379E6	17.61
15203898E5	16.78
15204006E5	15.61
15204114E5	17.61
15204222E5	26.78
1520433E6	29.39
15204438E5	27.78
15204546E5	21.22
15204654E5	18.22
15204762E5	17.39
1520487E6	14.61
15204978E5	15.61
15205086E5	28.39
15205194E5	31.61
15205302E5	30.39
1520541E6	23
15205518E5	19.39
15205734E5	15.78
15205842E5	20
1520595E6	28.39
15206058E5	31.39
15206166E5	30.39
15206274E5	24
15206382E5	19.22
15206598E5	16.78
15206706E5	20
15206814E5	29.22
15206922E5	32
1520703E6	30.39
15207138E5	23.78
15207246E5	20.39
15207354E5	18.39
15207462E5	17.39
1520757E6	19.39
15207678E5	28.39
15207786E5	31.78
15207894E5	30.78
15208002E5	23
1520811E6	19.78
15208218E5	17.78
15208326E5	17
15208434E5	21
15208542E5	30
1520865E6	34.39
15208758E5	32
15208866E5	24.39
15208974E5	20.39
15209082E5	19
1520919E6	18.22
15209298E5	21.22
15209406E5	32.61
15209514E5	35.61
15209622E5	34.39
1520973E6	24.39
15209838E5	21.39
15209946E5	19.22
15210054E5	17.78
15210162E5	20
1521027E6	30.22
15210378E5	33.39
15210486E5	32
15210594E5	24.61
15210702E5	20.78
15210918E5	18.22
15211026E5	22.22
15211134E5	27.61
15211242E5	31.78
1521135E6	31.39
15211458E5	24.61
15211566E5	22.39
15211782E5	17.78
1521189E6	21
15211998E5	27.78
15212106E5	31
15212214E5	29
15212322E5	24.22
1521243E6	21.61
15212538E5	19.61
15212646E5	18.22
15212754E5	20.22
1521297E6	30.78
15213078E5	29.61
15213294E5	18.78
15213402E5	17.61
1521351E6	14.78
15213618E5	20
15213726E5	28.22
15213834E5	31.61
15213942E5	30.61
1521405E6	24.61
15214374E5	16
